No,GAW ID,WDCGG ID,WIGOS ID,Name,WMO Category,Station Category,Latitude,Longitude,Elevation,Country/Territory,WMO Region,Status,Submit
"4040","RAL","RAL4040","0-20008-0-RAL","Raleigh (NC)","GAW Other elements","fixed station","35.7290000916","-78.6800003052","124","United States of America","REGION IV (North and Central America)","Non-reporting"
"4041","PRK","PRK4041","0-20008-0-PRK","Perkinstown","GAW Contributing networks","fixed station","45.206525","-90.597209","462","United States of America","REGION IV (North and Central America)","Non-reporting"
"4042","BON","BON4042","0-20008-0-BON","Bonner Lake","GAW Regional","fixed station","49.3833351135","-82.1166687012","245","Canada","REGION IV (North and Central America)","Non-reporting"
"4043","MDX","MDX4043","0-20008-0-MDX","Midland (TX)","GAW Regional","fixed station","31.9300003052","-102.1999969482","872","United States of America","REGION IV (North and Central America)","Closed"
"4044","CLH","CLH4044","0-20008-0-CLH","Chesapeake Lighthouse","GAW Other elements","fixed station","36.9000015259","-75.6999969482","34","United States of America","REGION IV (North and Central America)","Non-reporting"
"4045","PSU","PSU4045","0-20008-0-PSU","Penn State (PA)","GAW Regional","fixed station","40.7833328247","-77.9333343506","393","United States of America","REGION IV (North and Central America)","Operational"
"4046","JOT","JOT4046","0-20008-0-JOT","Joshua Tree NP","GAW Contributing networks","fixed station","34.069569","-116.388933","1244","United States of America","REGION IV (North and Central America)","Non-reporting"
"4047","THR","THR4047","0-20008-0-THR","Theodore (ND)","GAW Contributing networks","fixed station","46.9000015259","-103.3799972534","870","United States of America","REGION IV (North and Central America)","Non-reporting"
"4048","WMP","WMP4048","0-20008-0-WMP","Wichita Mountains","GAW Contributing networks","fixed station","34.7322998047","-98.7129974365","509","United States of America","REGION IV (North and Central America)","Closed"
"4049","PND","PND4049","0-20008-0-PND","Pinedale","GAW Contributing networks","fixed station","42.929031","-109.787796","2386","United States of America","REGION IV (North and Central America)","Non-reporting"
"4050","HAF","HAF4050","0-20008-0-HAF","H.J. Andrews Forest (OR)","GAW Regional","fixed station","44.2166671753","-122.25","450","United States of America","REGION IV (North and Central America)","Non-reporting"
"4051","OPN","OPN4051","0-20008-0-OPN","Organ Pipe National Monument","GAW Other elements","fixed station","31.9500007629","-112.8000030518","366","United States of America","REGION IV (North and Central America)","Non-reporting"
"4052","PSN","PSN4052","0-20008-0-PSN","Palestine (TX)","GAW Regional","fixed station","31.7999992371","-95.7200012207","121","United States of America","REGION IV (North and Central America)","Closed"
"4053","BEB","BEB4053","0-20008-0-BEB","Bay D Espoir-B","GAW Regional","fixed station","47.9883346558","-55.8188896179","190","Canada","REGION IV (North and Central America)","Non-reporting"
"4054","SPD","SPD4054","0-20008-0-SPD","Speedwell","GAW Contributing networks","fixed station","36.46983","-83.826511","361","United States of America","REGION IV (North and Central America)","Non-reporting"
"4055","GRB","GRB4055","0-20008-0-GRB","Greenbelt (MD)","GAW Contributing networks","fixed station","38.9000015259","-76.6999969482","50","United States of America","REGION IV (North and Central America)","Non-reporting"
"4056","RTP","RTP4056","0-20008-0-RTP","Research Triangle Park (NC)","GAW Contributing networks","fixed station","35.8880004883","-78.875","134","United States of America","REGION IV (North and Central America)","Closed"
"4057","ELA","ELA4057","0-20008-0-ELA","Experimental Lakes Area","GAW Regional","fixed station","49.6666679382","-93.7166671753","369","Canada","REGION IV (North and Central America)","Operational"
"4058","CDZ","CDZ4058","0-20008-0-CDZ","Cadiz","GAW Contributing networks","fixed station","36.784053","-87.85015","190","United States of America","REGION IV (North and Central America)","Non-reporting"
"4059","BLK","BLK4059","0-20008-0-BLK","Baker Lake","GAW Regional","fixed station","64.331665","-96.010433","49","Canada","REGION IV (North and Central America)","Operational"
"4060","SKN","SKN4060","0-20008-0-SKN","Spokane (WA)","GAW Regional","fixed station","47.6699981689","-117.4199981689","576","United States of America","REGION IV (North and Central America)","Closed"
"4061","CBL","CBL4061","0-20008-0-CBL","Cedar Bluff","GAW Other elements","fixed station","38.7700996399","-99.7633972168","665","United States of America","REGION IV (North and Central America)","Closed"
"4062","MZW","MZW4062","0-20008-0-MZW","Mount Zirkel Wilderness","GAW Contributing networks","fixed station","40.5382995605","-106.6765975952","3243","United States of America","REGION IV (North and Central America)","Closed"
"4063","VLP","VLP4063","0-20008-0-VLP","Valparaiso (IN)","GAW Other elements","fixed station","41.5","-87","240","United States of America","REGION IV (North and Central America)","Non-reporting"
"4064","BNA","BNA4064","0-20008-0-BNA","Nashville (TN)","GAW Regional","fixed station","36.25","-86.5666732788","182","United States of America","REGION IV (North and Central America)","Non-reporting"
"4065","SNO","SNO4065","0-20008-0-SNO","Station Nord","GAW Regional","fixed station","81.6015","-16.662","24","Denmark","REGION IV (North and Central America)","Non-reporting","*"
"4066","HNX","HNX4066","0-20008-0-HNX","Hanford (CA)","GAW Regional","fixed station","36.3199996948","-119.6299972534","73","United States of America","REGION IV (North and Central America)","Non-reporting"
"4067","DCP","DCP4067","0-20008-0-DCP","Deer Creek","GAW Contributing networks","fixed station","39.635888","-83.260563","264","United States of America","REGION IV (North and Central America)","Non-reporting"
"4068","DNR","DNR4068","0-20008-0-DNR","Dancy (WI)","GAW Regional","fixed station","44.7099990845","-89.7699966431","381","United States of America","REGION IV (North and Central America)","Non-reporting"
"4069","HNP","HNP4069","0-20008-0-HNP","Hanlan's Point","GAW Regional","fixed station","43.61229","-79.388543","75","Canada","REGION IV (North and Central America)","Operational"
"4070","SQA","SQA4070","0-20008-0-SQA","Sequoia (CA)","GAW Contributing networks","fixed station","36.4900016785","-118.8199996948","610","United States of America","REGION IV (North and Central America)","Closed"
"4071","LAV","LAV4071","0-20008-0-LAV","Lassen Volcanic NP","GAW Contributing networks","fixed station","40.539991","-121.576462","1756","United States of America","REGION IV (North and Central America)","Non-reporting"
"4072","LMI","LMI4072","0-20008-0-LMI","Laramie (WY)","GAW Other elements","fixed station","41.3199996948","-105.6699981689","2218","United States of America","REGION IV (North and Central America)","Closed"
"4073","GBN","GBN4073","0-20008-0-GBN","Great Basin NP","GAW Contributing networks","fixed station","39.0051994324","-114.2161026001","2065","United States of America","REGION IV (North and Central America)","Non-reporting"
"4074","CAN","CAN4074","0-20008-0-CAN","Canyonlands (UT)","GAW Contributing networks","fixed station","38.4550018311","-109.8217010498","1814","United States of America","REGION IV (North and Central America)","Non-reporting"
"4075","HFX","HFX4075","0-20008-0-HFX","Halifax","GAW Regional","fixed station","44.7333335876","-63.2000007629","31","Canada","REGION IV (North and Central America)","Non-reporting"
"4076","LBW","LBW4076","0-20008-0-LBW","Lye Brook Wilderness","GAW Contributing networks","fixed station","43.1482009888","-73.1268005371","1015","United States of America","REGION IV (North and Central America)","Closed"
"4077","WSH","WSH4077","0-20008-0-WSH","Walsingham","GAW Other elements","fixed station","42.5999984741","-80.5999984741","200","Canada","REGION IV (North and Central America)","Non-reporting"
"4078","COW","COW4078","0-20008-0-COW","Coweeta","GAW Contributing networks","fixed station","35.060527","-83.43034","683","United States of America","REGION IV (North and Central America)","Non-reporting"
"4079","GTF","GTF4079","0-20008-0-GTF","Great Falls (MT)","GAW Regional","fixed station","47.4799995422","-111.3499984741","1118","United States of America","REGION IV (North and Central America)","Closed"
"4080","YOS","YOS4080","0-20008-0-YOS","Yosemite NP - Turtleback Dome","GAW Contributing networks","fixed station","37.713251","-119.706196","1605","United States of America","REGION IV (North and Central America)","Non-reporting"
"4081","MXC","MXC4081","0-20008-0-MXC","Mexico City","GAW Regional","fixed station","19.333898","-99.181939","2268","Mexico","REGION IV (North and Central America)","Non-reporting"
"4082","WPG","WPG4082","0-20008-0-WPG","Winnipeg","GAW Regional","fixed station","49.9000015259","-97.2333297729","239","Canada","REGION IV (North and Central America)","Non-reporting"
"4083","BBE","BBE4083","0-20008-0-BBE","Big Bend (TX)","GAW Contributing networks","fixed station","29.3022003174","-103.1772003174","1052","United States of America","REGION IV (North and Central America)","Non-reporting"
"4084","GSM","GSM4084","0-20008-0-GSM","Great Smoky Mountains II","GAW Contributing networks","fixed station","35.6333999634","-83.9415969849","810","United States of America","REGION IV (North and Central America)","Non-reporting"
"4085","VPI","VPI4085","0-20008-0-VPI","Horton Station","GAW Contributing networks","fixed station","37.329832","-80.55751","920","United States of America","REGION IV (North and Central America)","Non-reporting"
"4086","NEC","NEC4086","0-20008-0-NEC","Newcastle","GAW Contributing networks","fixed station","43.873","-104.1919","1468","United States of America","REGION IV (North and Central America)","Non-reporting"
"4087","BED","BED4087","0-20008-0-BED","Bedford (LA)","GAW Regional","fixed station","42.4500007629","-71.2699966431","80","United States of America","REGION IV (North and Central America)","Closed"
"4088","LON","LON4088","0-20008-0-LON","Longwoods","GAW Regional","fixed station","42.8847236633","-81.4805526733","239","Canada","REGION IV (North and Central America)","Operational"
"4089","DEN","DEN4089","0-20008-0-DEN","Denali (AK)","GAW Contributing networks","fixed station","63.7299995422","-148.9700012207","640","United States of America","REGION IV (North and Central America)","Non-reporting"
"4090","NCQ","NCQ4090","0-20008-0-NCQ","Nitchequon","GAW Regional","fixed station","53.2000007629","-70.9000015259","550","Canada","REGION IV (North and Central America)","Closed"
"4091","GOB","GOB4091","0-20008-0-GOB","Goose Bay","GAW Regional","fixed station","53.2902793884","-60.3875007629","39","Canada","REGION IV (North and Central America)","Non-reporting"
"4092","BMD","BMD4092","0-20008-0-BMD","Bermuda","GAW Other elements","fixed station","32.3699989319","-64.6961135864","8","United Kingdom of Great Britain and Northern Ireland","REGION IV (North and Central America)","Non-reporting"
"4093","HOW","HOW4093","0-20008-0-HOW","Howland Ameriflux","GAW Contributing networks","fixed station","45.203963","-68.740041","68","United States of America","REGION IV (North and Central America)","Non-reporting"
"4094","TMM","TMM4094","0-20008-0-TMM","Tucson Mountain #1 - Saguaro National Monument","GAW Other elements","fixed station","32.2832984924","-111.1667022705","754","United States of America","REGION IV (North and Central America)","Closed"
"4095","SNA","SNA4095","0-20008-0-SNA","Snare Rapids","GAW Regional","fixed station","63.5166664124","-116","240","Canada","REGION IV (North and Central America)","Non-reporting"
"4096","HEC","HEC4096","0-20008-0-HEC","Heredia","GAW Other elements","fixed station","10","-84.0699996948","1144","Costa Rica","REGION IV (North and Central America)","Non-reporting"
"4097","IGC","IGC4097","0-20008-0-IGC","Indian Gardens","GAW Contributing networks","fixed station","36.0778007507","-112.1287994385","1166","United States of America","REGION IV (North and Central America)","Non-reporting"
"4098","FBK","FBK4098","0-20008-0-FBK","Fairbanks (AK)","GAW Regional","fixed station","64.8199996948","-147.8699951172","138","United States of America","REGION IV (North and Central America)","Closed"
"4099","ABQ","ABQ4099","0-20008-0-ABQ","Albuquerque (NM)","GAW Regional","fixed station","35.0400009155","-106.6200027466","1617","United States of America","REGION IV (North and Central America)","Non-reporting"
"4100","SDO","SDO4100","0-20008-0-SDO","San Diego (CA)","GAW Regional","fixed station","32.4500007629","-117.1100006104","124","United States of America","REGION IV (North and Central America)","Closed"
"4101","PQI","PQI4101","0-20008-0-PQI","Presque Isle (ME)","GAW Regional","fixed station","46.6800003052","-68.0400009155","144","United States of America","REGION IV (North and Central America)","Non-reporting"
"4102","FNE","FNE4102","0-20008-0-FNE","Fort Nelson","GAW Regional","fixed station","58.841231","-122.573671","377","Canada","REGION IV (North and Central America)","Operational"
"4103","DIN","DIN4103","0-20008-0-DIN","Dinosaur NM","GAW Contributing networks","fixed station","40.4373","-109.3046","1463","United States of America","REGION IV (North and Central America)","Non-reporting"
"4104","HCT","HCT4104","0-20008-0-HCT","Harcourt","GAW Regional","fixed station","46.4841651917","-65.2583312988","45","Canada","REGION IV (North and Central America)","Closed"
"4105","DSW","DSW4105","0-20008-0-DSW","Dolly Sods Wilderness","GAW Other elements","fixed station","39.1053009033","-79.4261016846","1182","United States of America","REGION IV (North and Central America)","Closed"
"4106","GRS","GRS4106","0-20008-0-GRS","Great Smokey Mountains (TN)","GAW Contributing networks","fixed station","35.5999984741","-83.7799987793","564","United States of America","REGION IV (North and Central America)","Non-reporting"
"4107","KNZ","KNZ4107","0-20008-0-KNZ","Konza Prairie","GAW Contributing networks","fixed station","39.10216","-96.609583","346","United States of America","REGION IV (North and Central America)","Non-reporting"
"4108","LPW","LPW4108","0-20008-0-LPW","Lone Peak Wilderness","GAW Contributing networks","fixed station","40.4449005127","-111.7080993652","1768","United States of America","REGION IV (North and Central America)","Closed"
"4109","YEL","YEL4109","0-20008-0-YEL","Yellowstone NP","GAW Contributing networks","fixed station","44.565356","-110.400338","2430","United States of America","REGION IV (North and Central America)","Non-reporting"
"4110","CVL","CVL4110","0-20008-0-CVL","Coffeeville","GAW Contributing networks","fixed station","34.002747","-89.799183","138","United States of America","REGION IV (North and Central America)","Non-reporting"
"4111","GNB","GNB4111","0-20008-0-GNB","Green Bay (WI)","GAW Regional","fixed station","44.4799995422","-88.1299972534","209","United States of America","REGION IV (North and Central America)","Closed"
"4112","DVC","DVC4112","0-20008-0-DVC","David City","GAW Other elements","fixed station","8.3999996185","-82.4169998169","27","Panama","REGION IV (North and Central America)","Non-reporting"
"4113","WAR","WAR4113","0-20008-0-WAR","Warsaw Caves","GAW Regional","fixed station","44.430557251","-78.1305465698","230","Canada","REGION IV (North and Central America)","Non-reporting"
"4114","FTW","FTW4114","0-20008-0-FTW","Fort Worth (TX)","GAW Regional","fixed station","32.8300018311","-97.0500030518","176","United States of America","REGION IV (North and Central America)","Closed"
"4115","VOY","VOY4115","0-20008-0-VOY","Voyageurs NP","GAW Contributing networks","fixed station","48.412518","-92.829225","429","United States of America","REGION IV (North and Central America)","Non-reporting"
"4116","RVS","RVS4116","0-20008-0-RVS","Riverside (CA)","GAW Other elements","fixed station","34.0004997253","-117.3462982178","32","United States of America","REGION IV (North and Central America)","Closed"
"4117","GGW","GGW4117","0-20008-0-GGW","Great Gulf Wilderness","GAW Other elements","fixed station","44.3082008362","-71.2176971436","453","United States of America","REGION IV (North and Central America)","Closed"
"4118","ACA","ACA4118","0-20008-0-ACA","Acadia (ME)","GAW Contributing networks","fixed station","44.3769989014","-68.2610015869","122","United States of America","REGION IV (North and Central America)","Non-reporting"
"4119","MIN","MIN4119","0-20008-0-MIN","Mingan","GAW Regional","fixed station","50.2666664124","-64.2166671753","14","Canada","REGION IV (North and Central America)","Non-reporting"
"4120","MEV","MEV4120","0-20008-0-MEV","Mesa Verde NP","GAW Contributing networks","fixed station","37.198398","-108.490462","2165","United States of America","REGION IV (North and Central America)","Non-reporting"
"4121","HAB","HAB4121","0-20008-0-HAB","Harcourt B","GAW Regional","fixed station","46.4949989319","-65.2675018311","37","Canada","REGION IV (North and Central America)","Non-reporting"
"4122","GCR","GCR4122","0-20008-0-GCR","Goodwin Creek (MS)","GAW Other elements","fixed station","34.25","-89.8700027466","98","United States of America","REGION IV (North and Central America)","Operational"
"4123","HOX","HOX4123","0-20008-0-HOX","Hoxeyville","GAW Contributing networks","fixed station","44.18089","-85.73898","297","United States of America","REGION IV (North and Central America)","Non-reporting"
"4124","SAT","SAT4124","0-20008-0-SAT","Saturna Island","GAW Regional","fixed station","48.7833328247","-123.1333007813","178","Canada","REGION IV (North and Central America)","Operational"
"4125","TSW","TSW4125","0-20008-0-TSW","Three Sisters Wilderness","GAW Contributing networks","fixed station","44.2910003662","-122.0434036255","885","United States of America","REGION IV (North and Central America)","Closed"
"4126","EVE","EVE4126","0-20008-0-EVE","Everglades (FL)","GAW Regional","fixed station","25.3899993896","-80.6800003052","2","United States of America","REGION IV (North and Central America)","Non-reporting"
"4127","IBB","IBB4127","0-20008-0-IBB","Ike's Backbone","GAW Other elements","fixed station","34.3404998779","-111.6831970215","1297","United States of America","REGION IV (North and Central America)","Non-reporting"
"4128","GSF","GSF4128","0-20008-0-GSF","Goddard (MD)","GAW Regional","fixed station","38.9900016785","-76.8300018311","100","United States of America","REGION IV (North and Central America)","Operational"
"4129","BCK","BCK4129","0-20008-0-BCK","Behchoko","GAW Regional","fixed station","62.797934","-115.918255","184","Canada","REGION IV (North and Central America)","Operational","*"
"4130","PLM","PLM4130","0-20008-0-PLM","La Palma","GAW Regional","fixed station","22.754166667","-83.553888889","40.9","Cuba","REGION IV (North and Central America)","Operational"
"4131","WFM","WFM4131","0-20008-0-WFM","Whiteface Mountain (NY)","GAW Regional","fixed station","44.3932991028","-73.8593978882","610","United States of America","REGION IV (North and Central America)","Non-reporting"
"4132","CAD","CAD4132","0-20008-0-CAD","Caddo Valley","GAW Contributing networks","fixed station","34.179278","-93.098755","78","United States of America","REGION IV (North and Central America)","Non-reporting"
"4133","STK","STK4133","0-20008-0-STK","Starkville (MS)","GAW Regional","fixed station","33.4700012207","-88.7799987793","85","United States of America","REGION IV (North and Central America)","Non-reporting"
"4134","PEL","PEL4134","0-20008-0-PEL","Pellston (MI)","GAW Regional","fixed station","45.5600013733","-84.6699981689","238","United States of America","REGION IV (North and Central America)","Non-reporting"
"4135","IQU","IQU4135","0-20008-0-IQU","Iqualuit","GAW Regional","fixed station","63.75","-68.5500030518","20","Canada","REGION IV (North and Central America)","Non-reporting"
"4136","SIA","SIA4136","0-20008-0-SIA","Sierra Ancha","GAW Other elements","fixed station","34.090801239","-110.9421005249","1600","United States of America","REGION IV (North and Central America)","Non-reporting"
"4137","CHA","CHA4137","0-20008-0-CHA","Chalk River","GAW Regional","fixed station","46.0627784729","-77.4047164917","184","Canada","REGION IV (North and Central America)","Operational"
"4138","PNF","PNF4138","0-20008-0-PNF","Cranberry","GAW Contributing networks","fixed station","36.105435","-82.045015","1216","United States of America","REGION IV (North and Central America)","Non-reporting"
"4139","UMB","UMB4139","0-20008-0-UMB","UMBC","GAW Contributing networks","fixed station","39.2545","-76.7095","62","United States of America","REGION IV (North and Central America)","Non-reporting"
"4140","POK","POK4140","0-20008-0-POK","Poker Flat (AK)","GAW Regional","fixed station","65.1166687012","-147.4833068848","204","United States of America","REGION IV (North and Central America)","Non-reporting"
"4141","KIC","KIC4141","0-20008-0-KIC","Kickapoo Tribe","GAW Contributing networks","fixed station","39.8539","-95.6578","367","United States of America","REGION IV (North and Central America)","Non-reporting"
"4142","PED","PED4142","0-20008-0-PED","Prince Edward","GAW Contributing networks","fixed station","37.165222","-78.307067","149","United States of America","REGION IV (North and Central America)","Non-reporting"
"4143","DOR","DOR4143","0-20008-0-DOR","Dorset","GAW Regional","fixed station","45.2200012207","-78.9300003052","320","Canada","REGION IV (North and Central America)","Closed"
"4144","CPO","CPO4144","0-20008-0-CPO","Olympic (WA)","GAW Other elements","fixed station","48.1399993896","-123.4010009766","2","United States of America","REGION IV (North and Central America)","Closed"
"4145","UBW","UBW4145","0-20008-0-UBW","Upper Buffalo Wilderness","GAW Contributing networks","fixed station","35.8258018494","-93.2030029297","722","United States of America","REGION IV (North and Central America)","Closed"
"4146","GRC","GRC4146","0-20008-0-GRC","Hopi Point, Grand Canyon (AZ)","GAW Regional","fixed station","36.0666656494","-112.1500015259","2152","United States of America","REGION IV (North and Central America)","Non-reporting"
"4147","OWR","OWR4147","0-20008-0-OWR","Okefenokee NWR","GAW Contributing networks","fixed station","30.7404994965","-82.1283035278","48","United States of America","REGION IV (North and Central America)","Closed"
"4148","EDT","EDT4148","0-20008-0-EDT","Edmonton","GAW Regional","fixed station","53.5499992371","-114.0999984741","766","Canada","REGION IV (North and Central America)","Non-reporting"
"4149","JPL","JPL4149","0-20008-0-JPL","JPL","GAW Contributing networks","fixed station","34.1336517334","-118.1264648438","227","United States of America","REGION IV (North and Central America)","Closed"
"4150","GIM","GIM4150","0-20008-0-GIM","Gimli","GAW Regional","fixed station","50.6300010681","-97.0500030518","228","Canada","REGION IV (North and Central America)","Closed"
"4151","SHE","SHE4151","0-20008-0-SHE","Sheridan","GAW Contributing networks","fixed station","44.93","-106.85","1115","United States of America","REGION IV (North and Central America)","Non-reporting"
"4152","LED","LED4152","0-20008-0-LED","Lac Edouard","GAW Regional","fixed station","47.6816673279","-72.442779541","243","Canada","REGION IV (North and Central America)","Operational"
"4153","FMS","FMS4153","0-20008-0-FMS","Fort McKay (South)","GAW Regional","fixed station","57.14924","-111.642633","268","Canada","REGION IV (North and Central America)","Operational"
"4154","CKT","CKT4154","0-20008-0-CKT","Crockett","GAW Contributing networks","fixed station","37.92146","-83.066295","376","United States of America","REGION IV (North and Central America)","Non-reporting"
"4155","HLT","HLT4155","0-20008-0-HLT","Holtville (CA)","GAW Regional","fixed station","32.8100013733","-115.4400024414","-18","United States of America","REGION IV (North and Central America)","Non-reporting"
"4156","SXF","SXF4156","0-20008-0-SXF","Sioux Falls (SD)","GAW Regional","fixed station","43.7299995422","-96.6200027466","473","United States of America","REGION IV (North and Central America)","Operational"
"4157","DNV","DNV4157","0-20008-0-DNV","Denver (CO)","GAW Regional","fixed station","39.7700004578","-104.8799972534","1611","United States of America","REGION IV (North and Central America)","Closed"
"4158","BWR","BWR4158","0-20008-0-BWR","Brigantine NWR","GAW Other elements","fixed station","39.4650001526","-74.4492034912","5","United States of America","REGION IV (North and Central America)","Closed"
"4159","NCC","NCC4159","0-20008-0-NCC","National Capitol - Washington, D.C.","GAW Contributing networks","fixed station","38.9000015259","-77.0400009155","514","United States of America","REGION IV (North and Central America)","Non-reporting"
"4160","ANA","ANA4160","0-20008-0-ANA","Ann Arbor","GAW Contributing networks","fixed station","42.416636","-83.90218","266","United States of America","REGION IV (North and Central America)","Non-reporting"
"4161","RLD","RLD4161","0-20008-0-RLD","Richland (WA)","GAW Other elements","fixed station","46.2000007629","-119.1600036621","123","United States of America","REGION IV (North and Central America)","Closed"
"4162","SLH","SLH4162","0-20008-0-SLH","Silver Hill (MD)","GAW Regional","fixed station","38.8300018311","-76.9499969482","89","United States of America","REGION IV (North and Central America)","Closed"
"4163","CLF","CLF4163","0-20008-0-CLF","Coolidge Field","GAW Regional","fixed station","17.0900001526","-61.8100013733","10","Antigua and Barbuda","REGION IV (North and Central America)","Closed"
"4164","GTH","GTH4164","0-20008-0-GTH","Gothic","GAW Contributing networks","fixed station","38.95627","-106.98587","2915","United States of America","REGION IV (North and Central America)","Non-reporting"
"4165","CBY","CBY4165","0-20008-0-CBY","Cambridge Bay","GAW Regional","fixed station","69.1284","-105.0577","25","Canada","REGION IV (North and Central America)","Operational","*"
"4166","BFT","BFT4166","0-20008-0-BFT","Beaufort","GAW Contributing networks","fixed station","34.884668","-76.620666","5","United States of America","REGION IV (North and Central America)","Non-reporting"
"4167","NGT","NGT4167","0-20008-0-NGT","Narragansett (RI)","GAW Other elements","fixed station","41.4900016785","-71.4199981689","21","United States of America","REGION IV (North and Central America)","Non-reporting"
"4168","MRN","MRN4168","0-20008-0-MRN","Mount Rainier NP","GAW Contributing networks","fixed station","46.7583007813","-122.1243972778","439","United States of America","REGION IV (North and Central America)","Non-reporting"
"4169","MBT","MBT4169","0-20008-0-MBT","Mt. Barcroft (CA)","GAW Other elements","fixed station","37.5800018311","-118.2399978638","3800","United States of America","REGION IV (North and Central America)","Closed"
"4170","LRL","LRL4170","0-20008-0-LRL","Laurel Hill","GAW Contributing networks","fixed station","39.988309","-79.251573","609","United States of America","REGION IV (North and Central America)","Non-reporting"
"4171","BEL","BEL4171","0-20008-0-BEL","Beltsville (MD)","GAW Regional","fixed station","39.0200004578","-76.9499969482","34","United States of America","REGION IV (North and Central America)","Non-reporting"
"4172","GSE","GSE4172","0-20008-0-GSE","Goose","GAW Regional","fixed station","53.3111114502","-60.3666610718","30","Canada","REGION IV (North and Central America)","Closed"
"4173","GLR","GLR4173","0-20008-0-GLR","Glacier (MT)","GAW Contributing networks","fixed station","48.5099983215","-113.9960021973","976","United States of America","REGION IV (North and Central America)","Non-reporting"
"4174","FPE","FPE4174","0-20008-0-FPE","Fort Peck (MT)","GAW Regional","fixed station","48.3100013733","-105.0999984741","634","United States of America","REGION IV (North and Central America)","Operational"
"4175","CNM","CNM4175","0-20008-0-CNM","Chiricahua National Monument","GAW Contributing networks","fixed station","32.0099983215","-109.3899993896","1570","United States of America","REGION IV (North and Central America)","Closed"
"4176","INU","INU4176","0-20008-0-INU","Inuvik","GAW Regional","fixed station","68.317817","-133.534232","107","Canada","REGION IV (North and Central America)","Operational","*"
"4177","WNC","WNC4177","0-20008-0-WNC","Wind Cave NP","GAW Contributing networks","fixed station","43.557639","-103.483856","1292","United States of America","REGION IV (North and Central America)","Non-reporting"
"4178","EST","EST4178","0-20008-0-EST","Esther","GAW Regional","fixed station","51.67055","-110.206325","707","Canada","REGION IV (North and Central America)","Operational","*"
"4179","GWA","GWA4179","0-20008-0-GWA","Gila Wilderness","GAW Contributing networks","fixed station","33.2204017639","-108.2350997925","1775","United States of America","REGION IV (North and Central America)","Closed"
"4180","GNV","GNV4180","0-20008-0-GNV","Geneva (NY)","GAW Regional","fixed station","42.8800010681","-77.0299987793","218","United States of America","REGION IV (North and Central America)","Non-reporting"
"4181","LVW","LVW4181","0-20008-0-LVW","Long View (TX)","GAW Regional","fixed station","32.3786010742","-94.7117004395","103","United States of America","REGION IV (North and Central America)","Non-reporting"
"4182","SUT","SUT4182","0-20008-0-SUT","Sutton","GAW Regional","fixed station","45.0763893127","-72.6791687012","243","Canada","REGION IV (North and Central America)","Closed"
"4183","ITC","ITC4183","0-20008-0-ITC","Ithaca (NY)","GAW Regional","fixed station","42.4000015259","-76.7166671753","503","United States of America","REGION IV (North and Central America)","Non-reporting"
"4184","JWA","JWA4184","0-20008-0-JWA","Jarbidge Wilderness","GAW Contributing networks","fixed station","41.8926010132","-115.4261016846","1869","United States of America","REGION IV (North and Central America)","Closed"
"4185","CBM","CBM4185","0-20008-0-CBM","Caribou (ME)","GAW Regional","fixed station","46.8699989319","-68.0100021362","191","United States of America","REGION IV (North and Central America)","Non-reporting"
"4186","TPK","TPK4186","0-20008-0-TPK","Topeka (KS)","GAW Other elements","fixed station","39.0699996948","-95.6299972534","270","United States of America","REGION IV (North and Central America)","Closed"
"4187","BTR","BTR4187","0-20008-0-BTR","Baton Rouge (LA)","GAW Regional","fixed station","30.3600006104","-91.1699981689","7","United States of America","REGION IV (North and Central America)","Non-reporting"
"4188","NIC","NIC4188","0-20008-0-NIC","Nicks Lake","GAW Contributing networks","fixed station","43.6805","-74.9891","525","United States of America","REGION IV (North and Central America)","Non-reporting"
"4189","VII","VII4189","0-20008-0-VII","Virgin Islands","GAW Contributing networks","fixed station","18.3362007141","-64.7962036133","56","United States of America","REGION IV (North and Central America)","Non-reporting"
"4190","KEJ","KEJ4190","0-20008-0-KEJ","Kejimkujik","GAW Regional","fixed station","44.4336128235","-65.2058334351","127","Canada","REGION IV (North and Central America)","Operational"
"4191","IRL","IRL4191","0-20008-0-IRL","Indian River Lagoon","GAW Contributing networks","fixed station","27.849215","-80.455595","2","United States of America","REGION IV (North and Central America)","Non-reporting"
"4192","TAO","TAO4192","0-20008-0-TAO","Toronto Atmospheric Observatory","GAW Regional","fixed station","43.660465","-79.398274","110","Canada","REGION IV (North and Central America)","Operational"
"4193","PON","PON4193","0-20008-0-PON","Pond Inlet","GAW Regional","fixed station","72.7001","-77.9585","55","Canada","REGION IV (North and Central America)","Operational"
"4194","UHL","UHL4194","0-20008-0-UHL","Underhill (VT)","GAW Regional","fixed station","44.5333328247","-72.8666687012","399","United States of America","REGION IV (North and Central America)","Non-reporting"
"4195","PUL","PUL4195","0-20008-0-PUL","Pullman (WA)","GAW Regional","fixed station","46.75","-117.1800003052","804","United States of America","REGION IV (North and Central America)","Non-reporting"
"4196","FCL","FCL4196","0-20008-0-FCL","Fort Collins (CO)","GAW Regional","fixed station","40.5699996948","-105.0699996948","1551","United States of America","REGION IV (North and Central America)","Closed"
"4197","OXF","OXF4197","0-20008-0-OXF","Oxford (OH)","GAW Regional","fixed station","39.5166664124","-84.7166671753","283","United States of America","REGION IV (North and Central America)","Non-reporting"
